sample_id,slope_angle,slope_height,rock_type,fracture_density,rainfall_24h,days_since_blast,risk_score,risk_percentage,risk_category,risk_message,timestamp
5326,71.7,333.4,Limestone,High,1.1,7,0.393762,39.38,Low,Safe operations,2025-09-28T00:33:43.080729
5327,60.1,570.2,Limestone,Medium,42.4,16,0.377511,37.75,Low,Safe operations,2025-09-28T00:33:43.080755
5328,80.2,179.9,Sandstone,Medium,5.1,4,0.535406,53.54,Medium,Caution advised,2025-09-28T00:33:43.080815
5329,73.1,408.7,Limestone,Low,16.2,3,0.373455,37.35,Low,Safe operations,2025-09-28T00:33:43.080845
5330,72.2,495.3,Limestone,Low,14.1,27,0.322995,32.3,Low,Safe operations,2025-09-28T00:33:43.080873
5331,55.0,569.7,Sandstone,Medium,3.6,20,0.367063,36.71,Low,Safe operations,2025-09-28T00:33:43.080900
5332,45.9,473.0,Sandstone,Low,10.6,10,0.279162,27.92,Low,Safe operations,2025-09-28T00:33:43.080926
5333,42.8,490.5,Sandstone,Low,9.1,0,0.361114,36.11,Low,Safe operations,2025-09-28T00:33:43.080953
5334,63.3,439.2,Limestone,Medium,4.3,13,0.301544,30.15,Low,Safe operations,2025-09-28T00:33:43.080979
5335,48.6,326.1,Limestone,Medium,6.6,29,0.213317,21.33,Low,Safe operations,2025-09-28T00:33:43.081006
5336,32.9,477.0,Limestone,Low,2.3,19,0.180288,18.03,Low,Safe operations,2025-09-28T00:33:43.081050
5337,42.6,480.2,Shale,Low,57.7,16,0.387438,38.74,Low,Safe operations,2025-09-28T00:33:43.081079
5338,71.2,572.6,Limestone,Low,14.5,3,0.41328,41.33,Medium,Caution advised,2025-09-28T00:33:43.081106
5339,54.0,416.5,Granite,High,3.7,16,0.259396,25.94,Low,Safe operations,2025-09-28T00:33:43.081132
5340,70.7,430.3,Sandstone,High,38.6,28,0.630357,63.04,Medium,Caution advised,2025-09-28T00:33:43.081158
5341,33.5,360.3,Granite,Low,0.7,16,0.106883,10.69,Low,Safe operations,2025-09-28T00:33:43.081203
5342,68.9,277.0,Sandstone,High,12.3,8,0.422456,42.25,Medium,Caution advised,2025-09-28T00:33:43.081230
5343,47.7,591.4,Granite,Medium,11.6,18,0.254124,25.41,Low,Safe operations,2025-09-28T00:33:43.081257
5344,60.5,433.5,Limestone,Medium,41.8,3,0.403002,40.3,Medium,Caution advised,2025-09-28T00:33:43.081284
5345,49.7,592.3,Sandstone,High,12.2,7,0.44129,44.13,Medium,Caution advised,2025-09-28T00:33:43.081310
5346,65.7,255.6,Limestone,High,7.1,23,0.310341,31.03,Low,Safe operations,2025-09-28T00:33:43.081336
5347,58.0,434.0,Shale,Low,0.4,2,0.408473,40.85,Medium,Caution advised,2025-09-28T00:33:43.081363
5348,74.0,539.5,Shale,High,10.6,4,0.67624,67.62,High,Enhanced monitoring needed,2025-09-28T00:33:43.081389
5349,65.5,387.3,Limestone,Medium,50.1,11,0.374352,37.44,Low,Safe operations,2025-09-28T00:33:43.081415
5350,49.9,154.0,Limestone,Medium,23.7,17,0.19921,19.92,Low,Safe operations,2025-09-28T00:33:43.081458
5351,62.9,596.6,Limestone,Low,5.6,14,0.305009,30.5,Low,Safe operations,2025-09-28T00:33:43.081486
5352,69.9,475.2,Granite,High,10.6,20,0.351699,35.17,Low,Safe operations,2025-09-28T00:33:43.081512
5353,70.9,292.3,Sandstone,Medium,0.8,16,0.359212,35.92,Low,Safe operations,2025-09-28T00:33:43.081540
5354,32.2,413.6,Granite,Medium,18.2,17,0.174842,17.48,Low,Safe operations,2025-09-28T00:33:43.081583
5355,45.3,313.1,Sandstone,Medium,4.4,5,0.311985,31.2,Low,Safe operations,2025-09-28T00:33:43.081610
5356,54.2,786.6,Shale,Low,11.9,1,0.536461,53.65,Medium,Caution advised,2025-09-28T00:33:43.081651
5357,61.7,499.2,Sandstone,Medium,7.1,25,0.371809,37.18,Low,Safe operations,2025-09-28T00:33:43.081680
5358,50.7,404.1,Limestone,Medium,13.2,5,0.295359,29.54,Low,Safe operations,2025-09-28T00:33:43.081707
5359,30.4,474.1,Sandstone,Medium,4.6,25,0.283753,28.38,Low,Safe operations,2025-09-28T00:33:43.081748
5360,41.0,197.6,Sandstone,Low,1.1,28,0.182182,18.22,Low,Safe operations,2025-09-28T00:33:43.081795
5361,43.0,383.0,Sandstone,Low,8.3,25,0.229326,22.93,Low,Safe operations,2025-09-28T00:33:43.081831
5362,73.7,366.5,Sandstone,Medium,14.2,5,0.530509,53.05,Medium,Caution advised,2025-09-28T00:33:43.081864
5363,66.5,272.7,Shale,Medium,14.7,27,0.377519,37.75,Low,Safe operations,2025-09-28T00:33:43.081897
5364,74.5,186.7,Sandstone,High,57.6,12,0.652069,65.21,High,Enhanced monitoring needed,2025-09-28T00:33:43.081949
5365,73.1,562.4,Granite,Low,2.2,3,0.375119,37.51,Low,Safe operations,2025-09-28T00:33:43.081978
5366,33.6,291.4,Limestone,Low,14.4,24,0.135972,13.6,Low,Safe operations,2025-09-28T00:33:43.082021
5367,45.4,504.8,Shale,Low,4.4,2,0.389479,38.95,Low,Safe operations,2025-09-28T00:33:43.082048
5368,56.3,295.6,Limestone,High,56.4,4,0.424794,42.48,Medium,Caution advised,2025-09-28T00:33:43.082075
5369,42.4,598.4,Limestone,Medium,4.7,21,0.280403,28.04,Low,Safe operations,2025-09-28T00:33:43.082101
5370,68.2,357.2,Granite,Low,7.8,8,0.244979,24.5,Low,Safe operations,2025-09-28T00:33:43.082127
5371,69.1,366.4,Sandstone,Medium,57.2,19,0.458451,45.85,Medium,Caution advised,2025-09-28T00:33:43.082155
5372,50.5,281.5,Limestone,High,7.1,12,0.259449,25.94,Low,Safe operations,2025-09-28T00:33:43.082182
5373,44.9,512.1,Shale,Low,13.5,24,0.315734,31.57,Low,Safe operations,2025-09-28T00:33:43.082209
5374,59.0,487.2,Limestone,High,38.4,22,0.381055,38.11,Low,Safe operations,2025-09-28T00:33:43.082235
5375,44.5,533.2,Limestone,High,5.0,23,0.307493,30.75,Low,Safe operations,2025-09-28T00:33:43.082261
5376,60.4,743.6,Limestone,Medium,1.7,0,0.494956,49.5,Medium,Caution advised,2025-09-28T00:33:43.082305
5377,72.0,368.5,Granite,High,58.3,3,0.643289,64.33,Medium,Caution advised,2025-09-28T00:33:43.082333
5378,47.5,572.6,Limestone,Medium,2.7,20,0.283478,28.35,Low,Safe operations,2025-09-28T00:33:43.082359
5379,49.0,527.4,Limestone,Low,9.5,0,0.329628,32.96,Low,Safe operations,2025-09-28T00:33:43.082387
5380,43.4,324.3,Limestone,Low,11.7,14,0.156987,15.7,Low,Safe operations,2025-09-28T00:33:43.082413
5381,63.2,500.6,Sandstone,Low,11.0,22,0.336187,33.62,Low,Safe operations,2025-09-28T00:33:43.082438
5382,49.8,508.9,Limestone,Medium,11.9,9,0.293487,29.35,Low,Safe operations,2025-09-28T00:33:43.082464
5383,80.8,565.4,Limestone,Low,5.8,28,0.394622,39.46,Low,Safe operations,2025-09-28T00:33:43.082507
5384,60.1,478.6,Limestone,Medium,7.6,3,0.367949,36.79,Low,Safe operations,2025-09-28T00:33:43.082535
5385,51.3,463.2,Granite,Medium,22.6,15,0.232569,23.26,Low,Safe operations,2025-09-28T00:33:43.082561
5386,69.9,470.4,Sandstone,Low,1.3,1,0.526596,52.66,Medium,Caution advised,2025-09-28T00:33:43.082588
5387,57.2,267.7,Granite,Medium,14.8,4,0.255135,25.51,Low,Safe operations,2025-09-28T00:33:43.082614
5388,62.9,291.2,Shale,Medium,46.0,21,0.417243,41.72,Medium,Caution advised,2025-09-28T00:33:43.082641
5389,62.3,525.3,Shale,Medium,54.7,18,0.504597,50.46,Medium,Caution advised,2025-09-28T00:33:43.082668
5390,44.1,714.8,Limestone,Low,0.0,28,0.282975,28.3,Low,Safe operations,2025-09-28T00:33:43.082710
5391,44.9,447.1,Granite,Medium,3.9,1,0.285216,28.52,Low,Safe operations,2025-09-28T00:33:43.082738
5392,47.0,133.2,Granite,Medium,23.4,11,0.158073,15.81,Low,Safe operations,2025-09-28T00:33:43.082779
5393,50.0,327.3,Limestone,Medium,3.5,16,0.216913,21.69,Low,Safe operations,2025-09-28T00:33:43.082817
5394,68.2,703.7,Shale,Low,10.4,25,0.474255,47.43,Medium,Caution advised,2025-09-28T00:33:43.082861
5395,73.6,595.5,Limestone,High,58.9,1,0.78566,78.57,High,Enhanced monitoring needed,2025-09-28T00:33:43.082889
5396,74.8,418.1,Limestone,Medium,0.5,10,0.369026,36.9,Low,Safe operations,2025-09-28T00:33:43.082917
5397,70.2,485.1,Granite,High,14.9,26,0.359503,35.95,Low,Safe operations,2025-09-28T00:33:43.082943
5398,48.9,267.5,Limestone,High,12.6,15,0.249026,24.9,Low,Safe operations,2025-09-28T00:33:43.082970
5399,64.0,307.1,Sandstone,Low,41.7,15,0.330589,33.06,Low,Safe operations,2025-09-28T00:33:43.082996
5400,62.3,182.2,Limestone,Medium,14.2,15,0.240649,24.06,Low,Safe operations,2025-09-28T00:33:43.083040
5401,43.2,485.6,Shale,Medium,11.8,28,0.346927,34.69,Low,Safe operations,2025-09-28T00:33:43.083067
5402,32.6,483.9,Limestone,Low,46.3,4,0.301925,30.19,Low,Safe operations,2025-09-28T00:33:43.083109
5403,54.5,409.9,Sandstone,Medium,2.5,10,0.329332,32.93,Low,Safe operations,2025-09-28T00:33:43.083138
5404,40.6,425.3,Limestone,Medium,12.0,5,0.275,27.5,Low,Safe operations,2025-09-28T00:33:43.083164
5405,62.5,514.8,Sandstone,Medium,56.1,7,0.502049,50.2,Medium,Caution advised,2025-09-28T00:33:43.083193
5406,67.7,259.1,Granite,Medium,11.5,28,0.238427,23.84,Low,Safe operations,2025-09-28T00:33:43.083219
5407,54.5,577.2,Limestone,Medium,12.9,20,0.312035,31.2,Low,Safe operations,2025-09-28T00:33:43.083245
5408,67.5,291.7,Shale,High,8.7,29,0.428099,42.81,Medium,Caution advised,2025-09-28T00:33:43.083272
5409,61.1,451.4,Limestone,Medium,54.3,25,0.374748,37.47,Low,Safe operations,2025-09-28T00:33:43.083298
5410,64.9,486.0,Granite,Medium,16.1,4,0.348534,34.85,Low,Safe operations,2025-09-28T00:33:43.083324
5411,74.2,540.5,Sandstone,Low,9.7,25,0.40658,40.66,Medium,Caution advised,2025-09-28T00:33:43.083350
5412,55.7,700.4,Granite,Medium,4.8,0,0.418693,41.87,Medium,Caution advised,2025-09-28T00:33:43.083392
5413,60.4,332.1,Sandstone,High,11.6,1,0.534953,53.5,Medium,Caution advised,2025-09-28T00:33:43.083421
5414,64.8,584.3,Sandstone,Medium,31.3,28,0.441085,44.11,Medium,Caution advised,2025-09-28T00:33:43.083448
5415,74.4,311.0,Limestone,Medium,1.6,17,0.32372,32.37,Low,Safe operations,2025-09-28T00:33:43.083474
5416,49.4,425.3,Shale,Medium,13.1,14,0.345875,34.59,Low,Safe operations,2025-09-28T00:33:43.083500
5417,34.2,412.4,Granite,Medium,5.6,14,0.167588,16.76,Low,Safe operations,2025-09-28T00:33:43.083541
5418,46.0,369.6,Limestone,Low,1.4,12,0.176336,17.63,Low,Safe operations,2025-09-28T00:33:43.083568
5419,63.6,470.3,Sandstone,Medium,11.0,14,0.373246,37.32,Low,Safe operations,2025-09-28T00:33:43.083594
5420,66.4,267.5,Granite,Medium,7.5,4,0.291976,29.2,Low,Safe operations,2025-09-28T00:33:43.083620
5421,40.7,275.0,Sandstone,Medium,38.6,0,0.382606,38.26,Low,Safe operations,2025-09-28T00:33:43.083648
5422,50.0,288.4,Sandstone,Medium,8.2,0,0.369256,36.93,Low,Safe operations,2025-09-28T00:33:43.083675
5423,46.3,563.6,Sandstone,Medium,2.8,12,0.342458,34.25,Low,Safe operations,2025-09-28T00:33:43.083701
5424,47.6,346.3,Shale,Medium,8.9,8,0.344371,34.44,Low,Safe operations,2025-09-28T00:33:43.083727
5425,51.0,505.5,Shale,Low,10.0,3,0.398367,39.84,Low,Safe operations,2025-09-28T00:33:43.083753
5426,41.8,390.3,Sandstone,Medium,1.7,16,0.271849,27.18,Low,Safe operations,2025-09-28T00:33:43.083779
5427,65.1,170.4,Sandstone,High,4.0,17,0.352062,35.21,Low,Safe operations,2025-09-28T00:33:43.084019
5428,48.7,432.4,Sandstone,High,5.3,0,0.446888,44.69,Medium,Caution advised,2025-09-28T00:33:43.084051
5429,54.0,595.4,Sandstone,Low,11.0,0,0.43063,43.06,Medium,Caution advised,2025-09-28T00:33:43.084080
5430,69.0,333.9,Limestone,High,12.1,20,0.347861,34.79,Low,Safe operations,2025-09-28T00:33:43.084108
5431,55.4,148.4,Granite,Medium,13.1,2,0.245812,24.58,Low,Safe operations,2025-09-28T00:33:43.084155
5432,63.7,259.2,Limestone,Medium,21.8,4,0.32869,32.87,Low,Safe operations,2025-09-28T00:33:43.084184
5433,49.4,259.0,Limestone,Medium,8.2,22,0.201216,20.12,Low,Safe operations,2025-09-28T00:33:43.084215
5434,68.9,512.0,Limestone,Medium,54.9,9,0.45475,45.47,Medium,Caution advised,2025-09-28T00:33:43.084243
5435,73.6,432.0,Shale,Low,11.5,11,0.41992,41.99,Medium,Caution advised,2025-09-28T00:33:43.084271
5436,54.8,196.5,Limestone,Low,5.3,9,0.183468,18.35,Low,Safe operations,2025-09-28T00:33:43.084316
5437,58.3,463.0,Limestone,Medium,18.7,23,0.294139,29.41,Low,Safe operations,2025-09-28T00:33:43.084345
5438,72.9,546.8,Granite,High,48.7,0,0.704661,70.47,High,Enhanced monitoring needed,2025-09-28T00:33:43.084375
5439,62.0,403.9,Limestone,Medium,4.3,1,0.373027,37.3,Low,Safe operations,2025-09-28T00:33:43.084404
5440,49.6,522.0,Limestone,High,46.5,11,0.386944,38.69,Low,Safe operations,2025-09-28T00:33:43.084431
5441,66.7,409.6,Limestone,Medium,6.0,25,0.308264,30.83,Low,Safe operations,2025-09-28T00:33:43.084466
5442,55.1,597.4,Limestone,Medium,50.3,10,0.402597,40.26,Medium,Caution advised,2025-09-28T00:33:43.084495
5443,47.2,569.5,Sandstone,High,0.6,7,0.421735,42.17,Medium,Caution advised,2025-09-28T00:33:43.084522
5444,73.5,523.7,Limestone,Low,6.2,6,0.378466,37.85,Low,Safe operations,2025-09-28T00:33:43.084549
5445,55.3,390.1,Limestone,Medium,34.6,10,0.299887,29.99,Low,Safe operations,2025-09-28T00:33:43.084575
5446,57.6,179.0,Limestone,High,0.7,23,0.259556,25.96,Low,Safe operations,2025-09-28T00:33:43.084619
5447,56.3,258.2,Limestone,Low,14.6,1,0.27338,27.34,Low,Safe operations,2025-09-28T00:33:43.084646
5448,73.8,389.1,Limestone,Low,6.7,1,0.385422,38.54,Low,Safe operations,2025-09-28T00:33:43.084673
5449,41.3,595.0,Granite,Low,37.9,4,0.291597,29.16,Low,Safe operations,2025-09-28T00:33:43.084699
5450,73.1,465.8,Limestone,High,6.5,14,0.40482,40.48,Medium,Caution advised,2025-09-28T00:33:43.084726
5451,51.7,593.1,Sandstone,High,9.3,23,0.410821,41.08,Medium,Caution advised,2025-09-28T00:33:43.084753
5452,88.9,404.0,Shale,Low,5.1,11,0.509482,50.95,Medium,Caution advised,2025-09-28T00:33:43.084869
5453,70.8,442.2,Limestone,High,49.4,2,0.680527,68.05,High,Enhanced monitoring needed,2025-09-28T00:33:43.084918
5454,60.1,458.2,Sandstone,Low,8.7,16,0.307594,30.76,Low,Safe operations,2025-09-28T00:33:43.084949
5455,56.2,795.1,Shale,Low,6.6,0,0.555507,55.55,Medium,Caution advised,2025-09-28T00:33:43.084997
5456,67.1,130.3,Limestone,Low,22.0,3,0.290274,29.03,Low,Safe operations,2025-09-28T00:33:43.085045
5457,51.0,453.9,Sandstone,Medium,11.3,14,0.318135,31.81,Low,Safe operations,2025-09-28T00:33:43.085075
5458,62.4,497.5,Granite,High,7.8,12,0.325081,32.51,Low,Safe operations,2025-09-28T00:33:43.085104
5459,63.1,377.5,Limestone,Low,11.5,5,0.29095,29.1,Low,Safe operations,2025-09-28T00:33:43.085132
5460,50.0,276.9,Limestone,High,48.2,3,0.384196,38.42,Low,Safe operations,2025-09-28T00:33:43.085160
5461,53.4,126.4,Shale,Low,44.2,6,0.344817,34.48,Low,Safe operations,2025-09-28T00:33:43.085205
5462,89.7,518.6,Sandstone,Low,7.5,23,0.50201,50.2,Medium,Caution advised,2025-09-28T00:33:43.085250
5463,67.3,402.0,Limestone,Medium,1.5,4,0.368454,36.85,Low,Safe operations,2025-09-28T00:33:43.085292
5464,62.6,522.7,Granite,Low,4.3,17,0.237815,23.78,Low,Safe operations,2025-09-28T00:33:43.085329
5465,49.8,291.2,Granite,Medium,41.5,15,0.21539,21.54,Low,Safe operations,2025-09-28T00:33:43.085358
5466,65.8,783.1,Limestone,Medium,3.2,4,0.497325,49.73,Medium,Caution advised,2025-09-28T00:33:43.085406
5467,41.7,544.7,Shale,Medium,4.6,1,0.449547,44.95,Medium,Caution advised,2025-09-28T00:33:43.085437
5468,41.9,765.1,Limestone,Medium,51.1,23,0.416269,41.63,Medium,Caution advised,2025-09-28T00:33:43.085491
5469,68.2,415.7,Granite,Medium,38.1,18,0.316761,31.68,Low,Safe operations,2025-09-28T00:33:43.085520
5470,67.1,388.9,Granite,Medium,5.4,14,0.264067,26.41,Low,Safe operations,2025-09-28T00:33:43.085548
5471,89.1,143.5,Shale,High,11.2,23,0.540199,54.02,Medium,Caution advised,2025-09-28T00:33:43.085614
5472,56.5,318.4,Sandstone,Low,7.6,1,0.343547,34.35,Low,Safe operations,2025-09-28T00:33:43.085655
5473,61.4,577.5,Sandstone,Medium,3.4,18,0.395819,39.58,Low,Safe operations,2025-09-28T00:33:43.085693
5474,89.0,262.0,Limestone,Medium,9.3,0,0.512238,51.22,Medium,Caution advised,2025-09-28T00:33:43.085754
5475,72.5,575.7,Limestone,Low,0.7,6,0.389414,38.94,Low,Safe operations,2025-09-28T00:33:43.085806
5476,62.9,332.6,Shale,High,10.5,26,0.416337,41.63,Medium,Caution advised,2025-09-28T00:33:43.085847
5477,72.2,549.5,Shale,Medium,8.3,23,0.482687,48.27,Medium,Caution advised,2025-09-28T00:33:43.085876
5478,64.4,445.7,Granite,Medium,48.5,18,0.331536,33.15,Low,Safe operations,2025-09-28T00:33:43.085909
5479,74.0,294.1,Sandstone,Medium,14.2,3,0.532638,53.26,Medium,Caution advised,2025-09-28T00:33:43.085937
5480,69.3,299.8,Granite,Low,37.9,8,0.275169,27.52,Low,Safe operations,2025-09-28T00:33:43.085965
5481,66.0,597.8,Limestone,Medium,7.6,5,0.417512,41.75,Medium,Caution advised,2025-09-28T00:33:43.085993
5482,58.8,399.7,Shale,Low,43.0,4,0.434432,43.44,Medium,Caution advised,2025-09-28T00:33:43.086022
5483,41.7,467.4,Limestone,Medium,46.8,3,0.364721,36.47,Low,Safe operations,2025-09-28T00:33:43.086051
5484,52.7,503.5,Sandstone,Medium,7.7,27,0.337752,33.78,Low,Safe operations,2025-09-28T00:33:43.086078
5485,50.7,538.8,Sandstone,Medium,19.1,20,0.351161,35.12,Low,Safe operations,2025-09-28T00:33:43.086107
5486,41.5,359.7,Granite,Medium,8.6,19,0.164978,16.5,Low,Safe operations,2025-09-28T00:33:43.086135
5487,72.0,517.9,Sandstone,Low,2.8,6,0.42702,42.7,Medium,Caution advised,2025-09-28T00:33:43.086343
5488,69.5,563.9,Shale,Low,10.5,2,0.588184,58.82,Medium,Caution advised,2025-09-28T00:33:43.086381
5489,31.6,462.3,Sandstone,Medium,14.2,24,0.285424,28.54,Low,Safe operations,2025-09-28T00:33:43.086449
5490,69.9,445.4,Sandstone,High,11.4,7,0.478098,47.81,Medium,Caution advised,2025-09-28T00:33:43.086492
5491,73.0,476.3,Shale,Low,8.3,6,0.461264,46.13,Medium,Caution advised,2025-09-28T00:33:43.086614
5492,63.0,363.4,Limestone,Low,6.8,21,0.232725,23.27,Low,Safe operations,2025-09-28T00:33:43.086660
5493,47.1,588.3,Granite,Low,33.9,13,0.236463,23.65,Low,Safe operations,2025-09-28T00:33:43.086699
5494,45.6,309.9,Granite,High,10.0,14,0.207735,20.77,Low,Safe operations,2025-09-28T00:33:43.086732
5495,42.2,301.0,Granite,Medium,2.7,0,0.250106,25.01,Low,Safe operations,2025-09-28T00:33:43.086760
5496,58.8,515.1,Sandstone,Medium,28.6,8,0.413762,41.38,Medium,Caution advised,2025-09-28T00:33:43.086788
5497,50.9,269.5,Limestone,Low,43.1,18,0.212942,21.29,Low,Safe operations,2025-09-28T00:33:43.086815
5498,88.3,519.3,Limestone,Medium,13.4,12,0.485785,48.58,Medium,Caution advised,2025-09-28T00:33:43.086875
5499,51.9,189.6,Sandstone,Medium,16.0,1,0.351638,35.16,Low,Safe operations,2025-09-28T00:33:43.086923
5500,45.6,316.3,Limestone,High,51.5,8,0.347965,34.8,Low,Safe operations,2025-09-28T00:33:43.086953
5501,64.7,472.4,Limestone,Medium,2.2,8,0.343946,34.39,Low,Safe operations,2025-09-28T00:33:43.086981
5502,51.7,525.6,Shale,Medium,53.8,16,0.460342,46.03,Medium,Caution advised,2025-09-28T00:33:43.087009
5503,87.2,541.0,Limestone,Low,55.7,17,0.515596,51.56,Medium,Caution advised,2025-09-28T00:33:43.087392
5504,56.5,468.8,Sandstone,Low,2.2,3,0.363551,36.36,Low,Safe operations,2025-09-28T00:33:43.087428
5505,55.5,145.0,Limestone,High,58.0,15,0.340143,34.01,Low,Safe operations,2025-09-28T00:33:43.087476
5506,54.2,524.2,Limestone,Low,11.5,20,0.246763,24.68,Low,Safe operations,2025-09-28T00:33:43.087507
5507,72.8,361.2,Granite,Medium,56.5,0,0.475417,47.54,Medium,Caution advised,2025-09-28T00:33:43.087538
5508,48.5,298.8,Granite,Medium,3.9,4,0.226083,22.61,Low,Safe operations,2025-09-28T00:33:43.087568
5509,59.8,393.1,Sandstone,Low,4.6,20,0.285565,28.56,Low,Safe operations,2025-09-28T00:33:43.087596
5510,74.0,489.5,Sandstone,Low,47.1,2,0.606904,60.69,Medium,Caution advised,2025-09-28T00:33:43.087624
5511,68.8,325.5,Limestone,Low,9.7,4,0.313774,31.38,Low,Safe operations,2025-09-28T00:33:43.087653
5512,52.4,492.6,Granite,High,10.5,9,0.300723,30.07,Low,Safe operations,2025-09-28T00:33:43.087684
5513,42.6,419.4,Shale,Medium,11.1,16,0.325029,32.5,Low,Safe operations,2025-09-28T00:33:43.087713
5514,49.5,407.4,Limestone,High,8.5,3,0.352793,35.28,Low,Safe operations,2025-09-28T00:33:43.087740
5515,65.9,265.8,Limestone,Low,46.2,26,0.281278,28.13,Low,Safe operations,2025-09-28T00:33:43.087768
5516,52.2,597.5,Sandstone,Medium,0.3,12,0.371913,37.19,Low,Safe operations,2025-09-28T00:33:43.087796
5517,47.5,389.7,Granite,Low,46.0,1,0.288682,28.87,Low,Safe operations,2025-09-28T00:33:43.087955
5518,51.3,368.0,Shale,Medium,1.1,1,0.420733,42.07,Medium,Caution advised,2025-09-28T00:33:43.087993
5519,67.8,754.0,Sandstone,Low,3.9,7,0.485411,48.54,Medium,Caution advised,2025-09-28T00:33:43.088073
5520,68.4,427.1,Granite,Medium,0.8,14,0.280796,28.08,Low,Safe operations,2025-09-28T00:33:43.088104
5521,83.1,169.0,Limestone,Medium,2.5,1,0.441572,44.16,Medium,Caution advised,2025-09-28T00:33:43.088163
5522,65.4,548.7,Granite,Medium,7.2,19,0.305695,30.57,Low,Safe operations,2025-09-28T00:33:43.088192
5523,71.1,543.7,Sandstone,High,40.9,1,0.763299,76.33,High,Enhanced monitoring needed,2025-09-28T00:33:43.088225
5524,55.7,414.7,Granite,Medium,10.6,2,0.302055,30.21,Low,Safe operations,2025-09-28T00:33:43.088317
5525,32.6,546.9,Sandstone,Medium,46.7,11,0.3784,37.84,Low,Safe operations,2025-09-28T00:33:43.088367
5526,56.9,579.5,Shale,Medium,45.7,7,0.510544,51.05,Medium,Caution advised,2025-09-28T00:33:43.088397
5527,73.2,302.5,Granite,High,38.5,16,0.510835,51.08,Medium,Caution advised,2025-09-28T00:33:43.088426
5528,59.8,290.9,Sandstone,Low,7.0,25,0.260662,26.07,Low,Safe operations,2025-09-28T00:33:43.088457
5529,60.5,427.4,Limestone,Medium,1.0,3,0.352747,35.27,Low,Safe operations,2025-09-28T00:33:43.088485
5530,69.1,322.4,Shale,High,45.6,0,0.679181,67.92,High,Enhanced monitoring needed,2025-09-28T00:33:43.088514
5531,69.2,476.0,Limestone,Low,13.8,3,0.369903,36.99,Low,Safe operations,2025-09-28T00:33:43.088541
5532,63.3,537.1,Limestone,Low,11.9,2,0.368568,36.86,Low,Safe operations,2025-09-28T00:33:43.088569
5533,49.6,506.1,Sandstone,Medium,10.8,12,0.335444,33.54,Low,Safe operations,2025-09-28T00:33:43.088598
5534,68.1,415.2,Sandstone,Medium,17.7,5,0.515918,51.59,Medium,Caution advised,2025-09-28T00:33:43.088626
5535,65.3,536.4,Limestone,High,7.6,24,0.386397,38.64,Low,Safe operations,2025-09-28T00:33:43.088654
5536,48.6,552.6,Granite,Medium,26.8,28,0.259323,25.93,Low,Safe operations,2025-09-28T00:33:43.088682
5537,56.4,770.0,Sandstone,Medium,8.9,12,0.456832,45.68,Medium,Caution advised,2025-09-28T00:33:43.088728
5538,43.8,599.8,Limestone,Medium,39.2,21,0.326015,32.6,Low,Safe operations,2025-09-28T00:33:43.088757
5539,67.3,562.2,Sandstone,High,10.6,11,0.476744,47.67,Medium,Caution advised,2025-09-28T00:33:43.088785
5540,42.3,310.0,Granite,Medium,5.2,27,0.153059,15.31,Low,Safe operations,2025-09-28T00:33:43.088812
5541,43.9,360.9,Sandstone,Medium,8.1,7,0.305676,30.57,Low,Safe operations,2025-09-28T00:33:43.088841
5542,72.6,336.3,Granite,Low,11.0,24,0.237726,23.77,Low,Safe operations,2025-09-28T00:33:43.088869
5543,53.9,317.5,Limestone,High,56.2,26,0.360281,36.03,Low,Safe operations,2025-09-28T00:33:43.088898
5544,30.3,452.0,Granite,Low,35.6,21,0.166613,16.66,Low,Safe operations,2025-09-28T00:33:43.088943
5545,48.4,525.9,Limestone,Medium,0.9,17,0.269695,26.97,Low,Safe operations,2025-09-28T00:33:43.088971
5546,40.9,425.1,Sandstone,Medium,2.8,7,0.315469,31.55,Low,Safe operations,2025-09-28T00:33:43.088999
5547,71.8,525.9,Limestone,Medium,56.0,28,0.457676,45.77,Medium,Caution advised,2025-09-28T00:33:43.089077
5548,31.7,182.9,Granite,High,58.8,27,0.254547,25.45,Low,Safe operations,2025-09-28T00:33:43.089137
5549,56.4,471.8,Limestone,High,4.3,16,0.324816,32.48,Low,Safe operations,2025-09-28T00:33:43.089167
5550,55.4,548.9,Shale,Medium,12.7,8,0.433517,43.35,Medium,Caution advised,2025-09-28T00:33:43.089196
5551,73.6,340.9,Sandstone,High,8.4,19,0.432856,43.29,Medium,Caution advised,2025-09-28T00:33:43.089224
5552,55.6,399.9,Limestone,Medium,53.8,29,0.335309,33.53,Low,Safe operations,2025-09-28T00:33:43.089252
5553,59.7,435.9,Sandstone,Low,12.8,0,0.401463,40.15,Medium,Caution advised,2025-09-28T00:33:43.089281
5554,53.7,481.9,Limestone,Low,10.8,8,0.258954,25.9,Low,Safe operations,2025-09-28T00:33:43.089309
5555,31.8,326.7,Shale,High,0.7,7,0.362696,36.27,Low,Safe operations,2025-09-28T00:33:43.089355
5556,46.6,438.7,Sandstone,Medium,4.8,27,0.297679,29.77,Low,Safe operations,2025-09-28T00:33:43.089384
5557,59.8,300.9,Shale,Medium,1.9,26,0.34672,34.67,Low,Safe operations,2025-09-28T00:33:43.089412
5558,52.9,374.3,Shale,Low,8.0,27,0.295043,29.5,Low,Safe operations,2025-09-28T00:33:43.089441
